Date,Open,High,Low,Close,Adj Close,Volume
2021-12-08,834.500000,843.700012,826.950012,840.750000,840.750000,2346456
2021-12-09,857.400024,857.400024,836.000000,851.099976,851.099976,4078098
2021-12-10,850.099976,868.599976,850.099976,859.700012,859.700012,3434165
2021-12-13,868.950012,868.950012,839.700012,843.099976,843.099976,2683048
2021-12-14,840.000000,841.950012,826.000000,836.849976,836.849976,1979863
2021-12-15,844.000000,853.700012,838.200012,846.200012,846.200012,3208613
2021-12-16,852.900024,862.250000,846.200012,853.299988,853.299988,3965285
2021-12-17,848.000000,852.250000,830.000000,834.599976,834.599976,2675800
2021-12-20,826.000000,830.000000,797.000000,814.299988,814.299988,2907378
2021-12-21,822.400024,827.000000,807.500000,812.200012,812.200012,1973119
2021-12-22,818.799988,827.200012,811.000000,818.700012,818.700012,1979912
2021-12-23,824.900024,833.799988,822.750000,826.849976,826.849976,1495208
2021-12-24,831.000000,832.049988,808.000000,812.650024,812.650024,1071730
2021-12-27,808.000000,823.150024,806.950012,818.549988,818.549988,1492196
2021-12-28,824.000000,840.000000,819.049988,838.700012,838.700012,1677680
2021-12-29,843.450012,843.450012,830.849976,832.700012,832.700012,1575343
2021-12-30,843.000000,843.000000,827.150024,829.299988,829.299988,1874659
2021-12-31,834.799988,845.000000,830.200012,837.150024,837.150024,1528983
2022-01-03,835.000000,840.000000,826.299988,829.799988,829.799988,1537088
2022-01-04,837.950012,842.000000,825.650024,831.849976,831.849976,1886453
2022-01-05,830.000000,847.000000,830.000000,839.500000,839.500000,2634010
2022-01-06,839.000000,842.250000,827.500000,839.849976,839.849976,2962301
2022-01-07,841.000000,849.750000,822.500000,829.000000,829.000000,2531717
2022-01-10,835.950012,846.750000,829.700012,841.950012,841.950012,3403434
2022-01-11,842.000000,848.750000,835.549988,841.400024,841.400024,2117911
2022-01-12,846.799988,884.200012,842.500000,880.549988,880.549988,9022415
2022-01-13,880.549988,909.500000,868.000000,896.000000,896.000000,5658001
2022-01-14,889.799988,895.950012,879.650024,881.200012,881.200012,2027852
2022-01-17,884.200012,904.000000,882.650024,900.799988,900.799988,3617269
2022-01-18,902.000000,910.099976,888.299988,892.150024,892.150024,3468168
2022-01-19,908.950012,908.950012,880.799988,894.400024,894.400024,4215758
2022-01-20,896.000000,897.599976,872.849976,880.500000,880.500000,2486026
2022-01-21,875.799988,884.900024,865.200012,875.200012,875.200012,1872843
2022-01-24,871.200012,878.349976,848.049988,854.700012,854.700012,3386669
2022-01-25,846.099976,858.250000,845.250000,854.500000,854.500000,4742388
2022-01-27,845.599976,862.849976,841.200012,858.049988,858.049988,2927566
2022-01-28,864.400024,896.000000,860.400024,869.650024,869.650024,4208702
2022-01-31,878.900024,888.849976,872.099976,885.799988,885.799988,2335040
2022-02-01,892.000000,894.700012,864.200012,869.700012,869.700012,2921070
2022-02-02,875.700012,880.299988,865.150024,869.349976,869.349976,1341479
2022-02-03,868.000000,882.400024,852.150024,856.200012,856.200012,2630289
2022-02-04,861.400024,861.400024,836.150024,841.700012,841.700012,2080640
2022-02-07,841.000000,844.700012,822.200012,829.500000,829.500000,1801701
2022-02-08,830.000000,837.700012,817.150024,832.049988,832.049988,2729631
2022-02-09,838.000000,845.950012,833.150024,840.200012,840.200012,2165223
2022-02-10,844.000000,857.750000,830.150024,853.049988,853.049988,6949276
2022-02-11,853.000000,861.950012,835.599976,853.650024,853.650024,5146850
2022-02-14,841.750000,845.400024,780.700012,825.049988,825.049988,4202165
2022-02-15,828.000000,858.000000,820.400024,854.599976,854.599976,2728328
2022-02-16,854.599976,878.500000,854.599976,864.250000,864.250000,4401342
2022-02-17,872.000000,877.299988,859.000000,862.250000,862.250000,2041741
2022-02-18,857.200012,869.750000,847.150024,852.000000,852.000000,1616856
2022-02-21,845.200012,850.500000,832.000000,841.099976,841.099976,2255753
2022-02-22,827.000000,856.000000,823.349976,853.250000,853.250000,2768989
2022-02-23,856.000000,869.700012,845.700012,850.299988,850.299988,2265060
2022-02-24,818.099976,831.900024,790.500000,795.799988,795.799988,5677898
2022-02-25,812.700012,825.000000,802.000000,807.599976,807.599976,3470318
2022-02-28,807.000000,807.000000,786.750000,790.849976,790.849976,5026913
2022-03-02,785.500000,810.750000,769.000000,778.349976,778.349976,5779175
2022-03-03,792.000000,793.150024,760.049988,762.049988,762.049988,2763929
2022-03-04,750.000000,756.000000,730.000000,732.299988,732.299988,4829850
2022-03-07,719.849976,719.849976,681.750000,690.549988,690.549988,7008637
2022-03-08,690.549988,703.049988,671.150024,700.650024,700.650024,4000294
2022-03-09,705.000000,739.900024,700.000000,734.849976,734.849976,5490287
2022-03-10,761.950012,762.500000,735.000000,738.849976,738.849976,4064470
2022-03-11,734.000000,741.799988,728.700012,734.799988,734.799988,2364792
2022-03-14,734.799988,746.000000,725.450012,743.200012,743.200012,3563695
2022-03-15,745.000000,769.200012,745.000000,761.200012,761.200012,4811450
2022-03-16,768.849976,776.000000,765.000000,773.650024,773.650024,2277631
2022-03-17,785.000000,799.900024,777.000000,794.400024,794.400024,3787641
2022-03-21,789.599976,791.099976,780.099976,783.500000,783.500000,3008019
2022-03-22,783.000000,789.049988,769.000000,785.599976,785.599976,5436875
2022-03-23,790.000000,794.200012,772.099976,774.099976,774.099976,3277274
2022-03-24,773.700012,780.000000,762.650024,765.650024,765.650024,2248114
2022-03-25,773.000000,773.000000,758.200012,764.750000,764.750000,3148869
2022-03-28,764.900024,772.700012,751.299988,769.250000,769.250000,4719388
2022-03-29,771.000000,783.000000,770.700012,773.349976,773.349976,3519610
2022-03-30,779.299988,795.000000,775.900024,793.349976,793.349976,4407033
2022-03-31,798.000000,813.000000,798.000000,806.549988,806.549988,7059986
2022-04-01,811.000000,829.500000,807.700012,826.549988,826.549988,3406177
2022-04-04,818.000000,836.000000,810.000000,833.700012,833.700012,4163250
2022-04-05,837.000000,852.000000,833.700012,836.549988,836.549988,2669967
2022-04-06,838.700012,838.700012,822.950012,827.849976,827.849976,2049292
2022-04-07,826.000000,840.299988,822.299988,834.299988,834.299988,2913537
2022-04-08,830.000000,860.650024,827.049988,857.400024,857.400024,4145522
2022-04-11,854.950012,861.349976,846.200012,856.849976,856.849976,2922901
2022-04-12,850.000000,867.400024,843.299988,860.799988,860.799988,2961076
2022-04-13,862.500000,875.000000,862.349976,866.099976,866.099976,3695363
2022-04-18,866.099976,876.000000,858.099976,874.099976,874.099976,3076843
2022-04-19,878.099976,887.799988,865.099976,872.500000,872.500000,3301212
2022-04-20,873.450012,889.900024,873.450012,881.250000,881.250000,2208791
2022-04-21,881.250000,914.000000,880.750000,911.000000,911.000000,3206906
2022-04-22,903.799988,927.049988,889.049988,920.650024,920.650024,4924905
2022-04-25,914.349976,928.000000,895.099976,904.000000,904.000000,5476626
2022-04-26,906.599976,942.900024,906.599976,940.150024,940.150024,6384561
2022-04-27,930.000000,940.700012,922.950012,926.849976,926.849976,3154605
2022-04-28,945.000000,945.000000,918.500000,922.900024,922.900024,2869224
2022-04-29,928.900024,939.250000,918.000000,922.099976,922.099976,3467791
2022-05-02,915.000000,933.700012,909.700012,921.349976,921.349976,2740823
2022-05-04,917.900024,923.950012,891.049988,896.099976,896.099976,2408261
2022-05-05,910.000000,921.000000,895.650024,899.049988,899.049988,2690817
2022-05-06,890.000000,914.799988,887.299988,893.849976,893.849976,4247088
2022-05-09,880.000000,901.900024,875.000000,895.299988,895.299988,1790691
2022-05-10,895.299988,910.950012,884.099976,888.349976,888.349976,2436623
2022-05-11,888.599976,898.400024,876.500000,887.049988,887.049988,3048794
2022-05-12,884.900024,889.000000,853.700012,865.250000,865.250000,4908042
2022-05-13,879.799988,905.000000,870.099976,889.500000,889.500000,4956950
2022-05-16,895.000000,908.900024,892.700012,903.349976,903.349976,2856221
2022-05-17,907.000000,917.000000,898.150024,910.799988,910.799988,3469290
2022-05-18,910.000000,922.750000,905.200012,913.299988,913.299988,3203522
2022-05-19,901.000000,913.000000,880.150024,882.549988,882.549988,2658159
2022-05-20,896.900024,911.349976,888.650024,903.799988,903.799988,3426756
2022-05-23,911.000000,943.450012,910.250000,941.900024,941.900024,6613972
2022-05-24,949.000000,960.400024,943.099976,946.849976,946.849976,4546511
2022-05-25,953.799988,953.799988,923.349976,928.400024,928.400024,1363358
2022-05-26,930.099976,933.500000,914.799988,929.799988,929.799988,2384886
2022-05-27,940.000000,958.000000,923.000000,952.849976,952.849976,3269005
